order_id,order_date,customer_id,product_id,product_name,category,price,quantity,revenue,payment_method,country,order_month,order_day,order_year
O00219,2024-11-11,C0090,P002,Elegant Dress,Clothing,3500,1,3500,Card,Tanzania,2024-11,2024-11-11,2024
O00220,2024-08-11,C0081,P002,Elegant Dress,Clothing,3500,1,3500,Mpesa,Tanzania,2024-08,2024-08-11,2024
O00221,2024-02-09,C0067,P008,Scented Candle,Home Decor,600,2,1200,Mpesa,Kenya,2024-02,2024-02-09,2024
O00222,2024-06-16,C0006,P008,Scented Candle,Home Decor,600,2,1200,Card,Kenya,2024-06,2024-06-16,2024
O00223,2024-02-14,C0048,P009,Gold Necklace,Jewellery,12000,1,12000,Mpesa,Kenya,2024-02,2024-02-14,2024
O00224,2024-05-12,C0191,P006,Office Chair,Furniture,6300,1,6300,Cash,Tanzania,2024-05,2024-05-12,2024
O00225,2024-06-08,C0031,P007,Espresso Machine,Home Appliances,15000,1,15000,Card,Kenya,2024-06,2024-06-08,2024
O00226,2024-07-24,C0159,P002,Elegant Dress,Clothing,3500,3,10500,Mpesa,Kenya,2024-07,2024-07-24,2024
O00227,2024-12-25,C0194,P001,Classic Leather Bag,Accessories,2500,1,2500,Card,Kenya,2024-12,2024-12-25,2024
O00228,2024-03-14,C0088,P003,Running Shoes,Footwear,4200,1,4200,Mpesa,Uganda,2024-03,2024-03-14,2024
O00229,2024-07-14,C0156,P005,Smartphone Case,Electronics,800,1,800,Card,Uganda,2024-07,2024-07-14,2024
O00230,2024-07-11,C0068,P001,Classic Leather Bag,Accessories,2500,2,5000,Card,Kenya,2024-07,2024-07-11,2024
O00231,2024-01-07,C0050,P004,Wireless Headphones,Electronics,7200,2,14400,Card,Uganda,2024-01,2024-01-07,2024
O00232,2024-01-26,C0111,P003,Running Shoes,Footwear,4200,1,4200,Card,Kenya,2024-01,2024-01-26,2024
O00233,2024-02-08,C0004,P001,Classic Leather Bag,Accessories,2500,1,2500,Mpesa,Uganda,2024-02,2024-02-08,2024
O00234,2024-06-23,C0075,P004,Wireless Headphones,Electronics,7200,3,21600,Mpesa,Kenya,2024-06,2024-06-23,2024
O00235,2024-08-23,C0027,P003,Running Shoes,Footwear,4200,4,16800,Card,Kenya,2024-08,2024-08-23,2024
O00236,2024-09-18,C0047,P005,Smartphone Case,Electronics,800,2,1600,Mpesa,Kenya,2024-09,2024-09-18,2024
O00237,2024-01-15,C0001,P010,Kids Toy Set,Toys,1200,3,3600,Mpesa,Kenya,2024-01,2024-01-15,2024
O00238,2024-09-27,C0025,P008,Scented Candle,Home Decor,600,1,600,Mpesa,Kenya,2024-09,2024-09-27,2024
O00239,2024-11-04,C0060,P009,Gold Necklace,Jewellery,12000,3,36000,Card,Kenya,2024-11,2024-11-04,2024
O00240,2024-12-14,C0050,P004,Wireless Headphones,Electronics,7200,1,7200,Card,Kenya,2024-12,2024-12-14,2024
O00241,2024-02-15,C0060,P010,Kids Toy Set,Toys,1200,2,2400,Mpesa,Kenya,2024-02,2024-02-15,2024
O00242,2024-12-05,C0199,P001,Classic Leather Bag,Accessories,2500,2,5000,Mpesa,Kenya,2024-12,2024-12-05,2024
O00243,2024-04-26,C0188,P006,Office Chair,Furniture,6300,1,6300,Mpesa,Kenya,2024-04,2024-04-26,2024
O00244,2024-09-30,C0064,P001,Classic Leather Bag,Accessories,2500,1,2500,Mpesa,Kenya,2024-09,2024-09-30,2024
O00245,2024-10-27,C0095,P006,Office Chair,Furniture,6300,1,6300,Mpesa,Rwanda,2024-10,2024-10-27,2024
O00246,2024-06-27,C0169,P008,Scented Candle,Home Decor,600,2,1200,Card,Kenya,2024-06,2024-06-27,2024
O00247,2024-05-27,C0121,P006,Office Chair,Furniture,6300,2,12600,Card,Uganda,2024-05,2024-05-27,2024
O00248,2024-08-20,C0097,P002,Elegant Dress,Clothing,3500,1,3500,Card,Kenya,2024-08,2024-08-20,2024
O00249,2024-07-12,C0116,P010,Kids Toy Set,Toys,1200,1,1200,Paypal,Kenya,2024-07,2024-07-12,2024
O00250,2024-04-15,C0122,P002,Elegant Dress,Clothing,3500,3,10500,Card,Kenya,2024-04,2024-04-15,2024
O00251,2024-01-09,C0061,P003,Running Shoes,Footwear,4200,3,12600,Paypal,Kenya,2024-01,2024-01-09,2024
O00252,2024-09-20,C0160,P009,Gold Necklace,Jewellery,12000,2,24000,Paypal,Kenya,2024-09,2024-09-20,2024
O00253,2024-07-26,C0084,P007,Espresso Machine,Home Appliances,15000,2,30000,Mpesa,Uganda,2024-07,2024-07-26,2024
O00254,2024-07-06,C0154,P003,Running Shoes,Footwear,4200,1,4200,Mpesa,Kenya,2024-07,2024-07-06,2024
O00255,2024-01-25,C0012,P007,Espresso Machine,Home Appliances,15000,2,30000,Cash,Kenya,2024-01,2024-01-25,2024
O00256,2024-08-08,C0055,P004,Wireless Headphones,Electronics,7200,2,14400,Mpesa,Kenya,2024-08,2024-08-08,2024
O00257,2024-07-29,C0051,P002,Elegant Dress,Clothing,3500,1,3500,Card,Rwanda,2024-07,2024-07-29,2024
O00258,2024-08-30,C0105,P003,Running Shoes,Footwear,4200,1,4200,Mpesa,Kenya,2024-08,2024-08-30,2024
O00259,2024-10-31,C0191,P001,Classic Leather Bag,Accessories,2500,3,7500,Cash,Kenya,2024-10,2024-10-31,2024
O00260,2024-01-04,C0189,P008,Scented Candle,Home Decor,600,1,600,Mpesa,Uganda,2024-01,2024-01-04,2024
O00261,2024-04-05,C0188,P008,Scented Candle,Home Decor,600,1,600,Mpesa,Kenya,2024-04,2024-04-05,2024
O00262,2024-09-18,C0098,P004,Wireless Headphones,Electronics,7200,3,21600,Mpesa,Rwanda,2024-09,2024-09-18,2024
O00263,2024-05-10,C0186,P006,Office Chair,Furniture,6300,1,6300,Mpesa,Kenya,2024-05,2024-05-10,2024
O00264,2024-01-08,C0143,P001,Classic Leather Bag,Accessories,2500,1,2500,Mpesa,Kenya,2024-01,2024-01-08,2024
O00265,2024-11-20,C0042,P002,Elegant Dress,Clothing,3500,1,3500,Card,Kenya,2024-11,2024-11-20,2024
O00266,2024-03-24,C0060,P008,Scented Candle,Home Decor,600,1,600,Mpesa,Kenya,2024-03,2024-03-24,2024
O00267,2024-03-06,C0123,P009,Gold Necklace,Jewellery,12000,4,48000,Cash,Kenya,2024-03,2024-03-06,2024
O00268,2024-06-12,C0193,P008,Scented Candle,Home Decor,600,1,600,Paypal,Kenya,2024-06,2024-06-12,2024
O00269,2024-09-26,C0139,P010,Kids Toy Set,Toys,1200,1,1200,Card,Kenya,2024-09,2024-09-26,2024
O00270,2024-10-02,C0076,P009,Gold Necklace,Jewellery,12000,1,12000,Mpesa,Tanzania,2024-10,2024-10-02,2024
O00271,2024-04-30,C0057,P006,Office Chair,Furniture,6300,1,6300,Mpesa,Kenya,2024-04,2024-04-30,2024
O00272,2024-02-13,C0165,P001,Classic Leather Bag,Accessories,2500,3,7500,Mpesa,Tanzania,2024-02,2024-02-13,2024
O00273,2024-05-09,C0134,P004,Wireless Headphones,Electronics,7200,1,7200,Card,Kenya,2024-05,2024-05-09,2024
O00274,2024-07-16,C0026,P001,Classic Leather Bag,Accessories,2500,1,2500,Card,Kenya,2024-07,2024-07-16,2024
O00275,2024-01-12,C0161,P001,Classic Leather Bag,Accessories,2500,1,2500,Card,Rwanda,2024-01,2024-01-12,2024
O00276,2024-10-11,C0043,P002,Elegant Dress,Clothing,3500,1,3500,Cash,Kenya,2024-10,2024-10-11,2024
O00277,2024-10-20,C0171,P002,Elegant Dress,Clothing,3500,1,3500,Card,Kenya,2024-10,2024-10-20,2024
O00278,2024-08-21,C0045,P004,Wireless Headphones,Electronics,7200,2,14400,Mpesa,Kenya,2024-08,2024-08-21,2024
O00279,2024-06-05,C0085,P001,Classic Leather Bag,Accessories,2500,2,5000,Mpesa,Tanzania,2024-06,2024-06-05,2024
O00280,2024-04-28,C0086,P002,Elegant Dress,Clothing,3500,2,7000,Paypal,Kenya,2024-04,2024-04-28,2024
O00281,2024-05-15,C0114,P002,Elegant Dress,Clothing,3500,2,7000,Cash,Uganda,2024-05,2024-05-15,2024
O00282,2024-10-15,C0072,P009,Gold Necklace,Jewellery,12000,2,24000,Mpesa,Tanzania,2024-10,2024-10-15,2024
O00283,2024-12-26,C0142,P005,Smartphone Case,Electronics,800,2,1600,Card,Kenya,2024-12,2024-12-26,2024
O00284,2024-06-09,C0192,P006,Office Chair,Furniture,6300,1,6300,Mpesa,Tanzania,2024-06,2024-06-09,2024
O00285,2024-11-19,C0073,P005,Smartphone Case,Electronics,800,1,800,Mpesa,Uganda,2024-11,2024-11-19,2024
O00286,2024-03-22,C0132,P006,Office Chair,Furniture,6300,1,6300,Cash,Kenya,2024-03,2024-03-22,2024
O00287,2024-11-05,C0109,P001,Classic Leather Bag,Accessories,2500,1,2500,Mpesa,Kenya,2024-11,2024-11-05,2024
O00288,2024-11-11,C0065,P010,Kids Toy Set,Toys,1200,1,1200,Mpesa,Kenya,2024-11,2024-11-11,2024
O00289,2024-12-20,C0035,P006,Office Chair,Furniture,6300,1,6300,Card,Kenya,2024-12,2024-12-20,2024
O00290,2024-10-08,C0194,P009,Gold Necklace,Jewellery,12000,1,12000,Paypal,Uganda,2024-10,2024-10-08,2024
O00291,2024-06-01,C0156,P005,Smartphone Case,Electronics,800,3,2400,Card,Kenya,2024-06,2024-06-01,2024
O00292,2024-12-08,C0037,P004,Wireless Headphones,Electronics,7200,2,14400,Cash,Kenya,2024-12,2024-12-08,2024
O00293,2024-12-01,C0123,P005,Smartphone Case,Electronics,800,1,800,Mpesa,Tanzania,2024-12,2024-12-01,2024
O00294,2024-09-27,C0025,P004,Wireless Headphones,Electronics,7200,3,21600,Card,Kenya,2024-09,2024-09-27,2024
O00295,2024-02-21,C0019,P002,Elegant Dress,Clothing,3500,1,3500,Mpesa,Tanzania,2024-02,2024-02-21,2024
O00296,2024-04-15,C0156,P003,Running Shoes,Footwear,4200,1,4200,Mpesa,Kenya,2024-04,2024-04-15,2024
O00297,2024-12-15,C0177,P004,Wireless Headphones,Electronics,7200,3,21600,Card,Kenya,2024-12,2024-12-15,2024
O00298,2024-03-11,C0074,P007,Espresso Machine,Home Appliances,15000,1,15000,Card,Uganda,2024-03,2024-03-11,2024
O00299,2024-03-24,C0189,P010,Kids Toy Set,Toys,1200,3,3600,Mpesa,Uganda,2024-03,2024-03-24,2024
O00300,2024-02-16,C0129,P008,Scented Candle,Home Decor,600,1,600,Paypal,Kenya,2024-02,2024-02-16,2024
O00301,2024-01-26,C0118,P005,Smartphone Case,Electronics,800,3,2400,Card,Kenya,2024-01,2024-01-26,2024
O00302,2024-03-12,C0122,P009,Gold Necklace,Jewellery,12000,3,36000,Mpesa,Kenya,2024-03,2024-03-12,2024
O00303,2024-05-31,C0091,P005,Smartphone Case,Electronics,800,1,800,Cash,Kenya,2024-05,2024-05-31,2024
O00304,2024-08-29,C0089,P002,Elegant Dress,Clothing,3500,2,7000,Card,Kenya,2024-08,2024-08-29,2024
O00305,2024-05-28,C0108,P002,Elegant Dress,Clothing,3500,1,3500,Card,Kenya,2024-05,2024-05-28,2024
O00306,2024-06-08,C0143,P003,Running Shoes,Footwear,4200,2,8400,Mpesa,Kenya,2024-06,2024-06-08,2024
O00307,2024-09-14,C0077,P009,Gold Necklace,Jewellery,12000,1,12000,Card,Kenya,2024-09,2024-09-14,2024
O00308,2024-05-04,C0146,P003,Running Shoes,Footwear,4200,1,4200,Mpesa,Kenya,2024-05,2024-05-04,2024
O00309,2024-04-11,C0024,P003,Running Shoes,Footwear,4200,2,8400,Mpesa,Kenya,2024-04,2024-04-11,2024
O00310,2024-06-12,C0036,P008,Scented Candle,Home Decor,600,2,1200,Card,Kenya,2024-06,2024-06-12,2024
O00311,2024-07-14,C0123,P006,Office Chair,Furniture,6300,1,6300,Mpesa,Uganda,2024-07,2024-07-14,2024
O00312,2024-06-08,C0188,P005,Smartphone Case,Electronics,800,1,800,Mpesa,Tanzania,2024-06,2024-06-08,2024
O00313,2024-02-27,C0050,P003,Running Shoes,Footwear,4200,1,4200,Card,Kenya,2024-02,2024-02-27,2024
O00314,2024-10-17,C0172,P002,Elegant Dress,Clothing,3500,1,3500,Mpesa,Kenya,2024-10,2024-10-17,2024
O00315,2024-02-05,C0008,P006,Office Chair,Furniture,6300,1,6300,Paypal,Kenya,2024-02,2024-02-05,2024
O00316,2024-04-15,C0047,P009,Gold Necklace,Jewellery,12000,1,12000,Card,Kenya,2024-04,2024-04-15,2024
O00317,2024-05-15,C0144,P001,Classic Leather Bag,Accessories,2500,1,2500,Mpesa,Tanzania,2024-05,2024-05-15,2024
O00318,2024-01-05,C0023,P003,Running Shoes,Footwear,4200,1,4200,Mpesa,Uganda,2024-01,2024-01-05,2024
O00319,2024-03-24,C0065,P009,Gold Necklace,Jewellery,12000,2,24000,Mpesa,Kenya,2024-03,2024-03-24,2024
O00320,2024-02-07,C0032,P001,Classic Leather Bag,Accessories,2500,2,5000,Card,Kenya,2024-02,2024-02-07,2024
O00321,2024-08-24,C0036,P001,Classic Leather Bag,Accessories,2500,1,2500,Card,Kenya,2024-08,2024-08-24,2024
O00322,2024-06-02,C0193,P003,Running Shoes,Footwear,4200,1,4200,Mpesa,Kenya,2024-06,2024-06-02,2024
O00323,2024-12-07,C0163,P006,Office Chair,Furniture,6300,1,6300,Mpesa,Kenya,2024-12,2024-12-07,2024
O00324,2024-03-22,C0012,P001,Classic Leather Bag,Accessories,2500,1,2500,Mpesa,Kenya,2024-03,2024-03-22,2024
O00325,2024-01-07,C0158,P006,Office Chair,Furniture,6300,1,6300,Card,Kenya,2024-01,2024-01-07,2024
O00326,2024-05-09,C0149,P003,Running Shoes,Footwear,4200,1,4200,Card,Rwanda,2024-05,2024-05-09,2024
O00327,2024-09-09,C0010,P009,Gold Necklace,Jewellery,12000,1,12000,Cash,Tanzania,2024-09,2024-09-09,2024
O00328,2024-11-05,C0014,P001,Classic Leather Bag,Accessories,2500,2,5000,Cash,Kenya,2024-11,2024-11-05,2024
O00329,2024-04-26,C0169,P006,Office Chair,Furniture,6300,1,6300,Card,Kenya,2024-04,2024-04-26,2024
O00330,2024-06-21,C0196,P009,Gold Necklace,Jewellery,12000,1,12000,Mpesa,Rwanda,2024-06,2024-06-21,2024
O00331,2024-11-11,C0096,P004,Wireless Headphones,Electronics,7200,1,7200,Cash,Kenya,2024-11,2024-11-11,2024
O00332,2024-10-13,C0043,P002,Elegant Dress,Clothing,3500,2,7000,Card,Uganda,2024-10,2024-10-13,2024
O00333,2024-09-23,C0010,P009,Gold Necklace,Jewellery,12000,1,12000,Mpesa,Kenya,2024-09,2024-09-23,2024
O00334,2024-11-24,C0083,P009,Gold Necklace,Jewellery,12000,1,12000,Mpesa,Kenya,2024-11,2024-11-24,2024
O00335,2024-04-12,C0007,P001,Classic Leather Bag,Accessories,2500,1,2500,Card,Kenya,2024-04,2024-04-12,2024
O00336,2024-05-03,C0124,P004,Wireless Headphones,Electronics,7200,1,7200,Cash,Kenya,2024-05,2024-05-03,2024
O00337,2024-04-01,C0116,P003,Running Shoes,Footwear,4200,1,4200,Mpesa,Kenya,2024-04,2024-04-01,2024
O00338,2024-03-02,C0086,P005,Smartphone Case,Electronics,800,1,800,Mpesa,Kenya,2024-03,2024-03-02,2024
O00339,2024-11-09,C0079,P005,Smartphone Case,Electronics,800,2,1600,Card,Kenya,2024-11,2024-11-09,2024
O00340,2024-07-31,C0013,P005,Smartphone Case,Electronics,800,3,2400,Card,Kenya,2024-07,2024-07-31,2024
O00341,2024-07-06,C0160,P004,Wireless Headphones,Electronics,7200,1,7200,Mpesa,Kenya,2024-07,2024-07-06,2024
O00342,2024-07-14,C0183,P005,Smartphone Case,Electronics,800,1,800,Cash,Kenya,2024-07,2024-07-14,2024
O00343,2024-08-08,C0082,P008,Scented Candle,Home Decor,600,3,1800,Card,Kenya,2024-08,2024-08-08,2024
O00344,2024-04-14,C0021,P010,Kids Toy Set,Toys,1200,3,3600,Card,Kenya,2024-04,2024-04-14,2024
O00345,2024-02-17,C0169,P001,Classic Leather Bag,Accessories,2500,3,7500,Card,Uganda,2024-02,2024-02-17,2024
O00346,2024-07-21,C0058,P008,Scented Candle,Home Decor,600,1,600,Mpesa,Kenya,2024-07,2024-07-21,2024
O00347,2024-12-09,C0177,P001,Classic Leather Bag,Accessories,2500,1,2500,Cash,Kenya,2024-12,2024-12-09,2024
O00348,2024-01-08,C0172,P001,Classic Leather Bag,Accessories,2500,1,2500,Card,Kenya,2024-01,2024-01-08,2024
O00349,2024-05-31,C0043,P001,Classic Leather Bag,Accessories,2500,1,2500,Card,Kenya,2024-05,2024-05-31,2024
O00350,2024-07-29,C0058,P004,Wireless Headphones,Electronics,7200,1,7200,Mpesa,Kenya,2024-07,2024-07-29,2024
O00351,2024-12-17,C0186,P005,Smartphone Case,Electronics,800,1,800,Card,Kenya,2024-12,2024-12-17,2024
O00352,2024-09-12,C0111,P001,Classic Leather Bag,Accessories,2500,1,2500,Card,Rwanda,2024-09,2024-09-12,2024
O00353,2024-11-19,C0178,P003,Running Shoes,Footwear,4200,1,4200,Mpesa,Kenya,2024-11,2024-11-19,2024
O00354,2024-09-22,C0122,P007,Espresso Machine,Home Appliances,15000,1,15000,Mpesa,Kenya,2024-09,2024-09-22,2024
O00355,2024-06-08,C0002,P006,Office Chair,Furniture,6300,1,6300,Mpesa,Uganda,2024-06,2024-06-08,2024
O00356,2024-09-27,C0124,P002,Elegant Dress,Clothing,3500,1,3500,Card,Kenya,2024-09,2024-09-27,2024
O00357,2024-05-03,C0153,P008,Scented Candle,Home Decor,600,1,600,Card,Kenya,2024-05,2024-05-03,2024
O00358,2024-10-14,C0158,P004,Wireless Headphones,Electronics,7200,1,7200,Mpesa,Kenya,2024-10,2024-10-14,2024
O00359,2024-08-09,C0149,P003,Running Shoes,Footwear,4200,2,8400,Cash,Uganda,2024-08,2024-08-09,2024
O00360,2024-05-28,C0175,P002,Elegant Dress,Clothing,3500,2,7000,Paypal,Kenya,2024-05,2024-05-28,2024
O00361,2024-07-21,C0135,P007,Espresso Machine,Home Appliances,15000,2,30000,Card,Uganda,2024-07,2024-07-21,2024
O00362,2024-09-25,C0089,P006,Office Chair,Furniture,6300,1,6300,Card,Kenya,2024-09,2024-09-25,2024
O00363,2024-03-28,C0180,P002,Elegant Dress,Clothing,3500,1,3500,Card,Kenya,2024-03,2024-03-28,2024
O00364,2024-07-09,C0165,P001,Classic Leather Bag,Accessories,2500,1,2500,Card,Kenya,2024-07,2024-07-09,2024
O00365,2024-10-07,C0030,P007,Espresso Machine,Home Appliances,15000,1,15000,Mpesa,Kenya,2024-10,2024-10-07,2024
O00366,2024-05-08,C0106,P010,Kids Toy Set,Toys,1200,1,1200,Mpesa,Tanzania,2024-05,2024-05-08,2024
O00367,2024-11-15,C0132,P008,Scented Candle,Home Decor,600,1,600,Cash,Kenya,2024-11,2024-11-15,2024
O00368,2024-08-18,C0010,P005,Smartphone Case,Electronics,800,2,1600,Mpesa,Kenya,2024-08,2024-08-18,2024
O00369,2024-03-26,C0112,P009,Gold Necklace,Jewellery,12000,1,12000,Cash,Uganda,2024-03,2024-03-26,2024
O00370,2024-04-30,C0012,P001,Classic Leather Bag,Accessories,2500,1,2500,Paypal,Kenya,2024-04,2024-04-30,2024
O00371,2024-03-10,C0075,P003,Running Shoes,Footwear,4200,3,12600,Cash,Rwanda,2024-03,2024-03-10,2024
O00372,2024-01-24,C0132,P004,Wireless Headphones,Electronics,7200,2,14400,Card,Kenya,2024-01,2024-01-24,2024
O00373,2024-07-20,C0054,P008,Scented Candle,Home Decor,600,1,600,Mpesa,Kenya,2024-07,2024-07-20,2024
O00374,2024-03-11,C0057,P004,Wireless Headphones,Electronics,7200,1,7200,Mpesa,Kenya,2024-03,2024-03-11,2024
O00375,2024-09-10,C0080,P010,Kids Toy Set,Toys,1200,1,1200,Mpesa,Kenya,2024-09,2024-09-10,2024
O00376,2024-07-29,C0147,P003,Running Shoes,Footwear,4200,1,4200,Card,Kenya,2024-07,2024-07-29,2024
O00377,2024-12-21,C0030,P010,Kids Toy Set,Toys,1200,2,2400,Mpesa,Kenya,2024-12,2024-12-21,2024
O00378,2024-05-25,C0094,P007,Espresso Machine,Home Appliances,15000,2,30000,Card,Kenya,2024-05,2024-05-25,2024
O00379,2024-10-27,C0047,P009,Gold Necklace,Jewellery,12000,3,36000,Card,Kenya,2024-10,2024-10-27,2024
O00380,2024-05-03,C0148,P006,Office Chair,Furniture,6300,4,25200,Card,Kenya,2024-05,2024-05-03,2024
O00381,2024-03-01,C0144,P005,Smartphone Case,Electronics,800,1,800,Paypal,Kenya,2024-03,2024-03-01,2024
O00382,2024-04-27,C0107,P001,Classic Leather Bag,Accessories,2500,1,2500,Card,Kenya,2024-04,2024-04-27,2024
O00383,2024-02-04,C0109,P003,Running Shoes,Footwear,4200,3,12600,Mpesa,Tanzania,2024-02,2024-02-04,2024
O00384,2024-03-14,C0093,P005,Smartphone Case,Electronics,800,1,800,Paypal,Kenya,2024-03,2024-03-14,2024
O00385,2024-10-21,C0090,P004,Wireless Headphones,Electronics,7200,1,7200,Mpesa,Kenya,2024-10,2024-10-21,2024
O00386,2024-06-30,C0057,P004,Wireless Headphones,Electronics,7200,2,14400,Card,Kenya,2024-06,2024-06-30,2024
O00387,2024-02-05,C0057,P004,Wireless Headphones,Electronics,7200,2,14400,Card,Kenya,2024-02,2024-02-05,2024
O00388,2024-06-11,C0106,P006,Office Chair,Furniture,6300,1,6300,Card,Uganda,2024-06,2024-06-11,2024
O00389,2024-08-04,C0138,P006,Office Chair,Furniture,6300,1,6300,Mpesa,Kenya,2024-08,2024-08-04,2024
O00390,2024-03-24,C0045,P004,Wireless Headphones,Electronics,7200,1,7200,Mpesa,Kenya,2024-03,2024-03-24,2024
O00391,2024-01-07,C0021,P004,Wireless Headphones,Electronics,7200,1,7200,Card,Kenya,2024-01,2024-01-07,2024
O00392,2024-05-22,C0160,P008,Scented Candle,Home Decor,600,1,600,Cash,Kenya,2024-05,2024-05-22,2024
O00393,2024-11-08,C0154,P008,Scented Candle,Home Decor,600,1,600,Mpesa,Rwanda,2024-11,2024-11-08,2024
O00394,2024-10-31,C0069,P003,Running Shoes,Footwear,4200,2,8400,Mpesa,Rwanda,2024-10,2024-10-31,2024
O00395,2024-06-09,C0128,P009,Gold Necklace,Jewellery,12000,1,12000,Card,Kenya,2024-06,2024-06-09,2024
O00396,2024-03-21,C0071,P006,Office Chair,Furniture,6300,1,6300,Paypal,Kenya,2024-03,2024-03-21,2024
O00397,2024-03-26,C0028,P010,Kids Toy Set,Toys,1200,1,1200,Mpesa,Kenya,2024-03,2024-03-26,2024
O00398,2024-12-06,C0198,P002,Elegant Dress,Clothing,3500,1,3500,Card,Kenya,2024-12,2024-12-06,2024
O00399,2024-05-23,C0057,P002,Elegant Dress,Clothing,3500,1,3500,Mpesa,Kenya,2024-05,2024-05-23,2024
O00400,2024-10-20,C0086,P008,Scented Candle,Home Decor,600,2,1200,Cash,Kenya,2024-10,2024-10-20,2024
O00401,2024-02-01,C0192,P003,Running Shoes,Footwear,4200,2,8400,Card,Kenya,2024-02,2024-02-01,2024
O00402,2024-08-01,C0127,P004,Wireless Headphones,Electronics,7200,2,14400,Card,Kenya,2024-08,2024-08-01,2024
O00403,2024-09-26,C0079,P006,Office Chair,Furniture,6300,1,6300,Card,Kenya,2024-09,2024-09-26,2024
O00404,2024-03-06,C0058,P010,Kids Toy Set,Toys,1200,1,1200,Card,Kenya,2024-03,2024-03-06,2024
O00405,2024-08-14,C0044,P001,Classic Leather Bag,Accessories,2500,1,2500,Card,Kenya,2024-08,2024-08-14,2024
O00406,2024-07-15,C0089,P002,Elegant Dress,Clothing,3500,1,3500,Paypal,Kenya,2024-07,2024-07-15,2024
O00407,2024-10-23,C0074,P008,Scented Candle,Home Decor,600,1,600,Mpesa,Kenya,2024-10,2024-10-23,2024
O00408,2024-08-25,C0055,P009,Gold Necklace,Jewellery,12000,1,12000,Mpesa,Kenya,2024-08,2024-08-25,2024
O00409,2024-12-30,C0198,P002,Elegant Dress,Clothing,3500,1,3500,Paypal,Kenya,2024-12,2024-12-30,2024
O00410,2024-05-08,C0040,P006,Office Chair,Furniture,6300,1,6300,Card,Kenya,2024-05,2024-05-08,2024
O00411,2024-09-02,C0160,P005,Smartphone Case,Electronics,800,1,800,Cash,Kenya,2024-09,2024-09-02,2024
O00412,2024-03-03,C0139,P007,Espresso Machine,Home Appliances,15000,4,60000,Mpesa,Kenya,2024-03,2024-03-03,2024
O00413,2024-04-11,C0158,P002,Elegant Dress,Clothing,3500,1,3500,Paypal,Kenya,2024-04,2024-04-11,2024
O00414,2024-12-18,C0128,P005,Smartphone Case,Electronics,800,1,800,Card,Uganda,2024-12,2024-12-18,2024
O00415,2024-09-21,C0154,P005,Smartphone Case,Electronics,800,4,3200,Cash,Kenya,2024-09,2024-09-21,2024
O00416,2024-12-29,C0060,P009,Gold Necklace,Jewellery,12000,1,12000,Mpesa,Kenya,2024-12,2024-12-29,2024
O00417,2024-06-04,C0131,P010,Kids Toy Set,Toys,1200,1,1200,Cash,Kenya,2024-06,2024-06-04,2024
O00418,2024-11-02,C0163,P004,Wireless Headphones,Electronics,7200,3,21600,Mpesa,Kenya,2024-11,2024-11-02,2024
O00419,2024-05-29,C0185,P007,Espresso Machine,Home Appliances,15000,2,30000,Mpesa,Uganda,2024-05,2024-05-29,2024
O00420,2024-09-28,C0094,P003,Running Shoes,Footwear,4200,1,4200,Card,Kenya,2024-09,2024-09-28,2024
O00421,2024-05-27,C0156,P007,Espresso Machine,Home Appliances,15000,1,15000,Card,Uganda,2024-05,2024-05-27,2024
O00422,2024-10-29,C0087,P003,Running Shoes,Footwear,4200,2,8400,Card,Kenya,2024-10,2024-10-29,2024
O00423,2024-05-21,C0057,P005,Smartphone Case,Electronics,800,1,800,Paypal,Kenya,2024-05,2024-05-21,2024
O00424,2024-07-25,C0137,P003,Running Shoes,Footwear,4200,1,4200,Card,Tanzania,2024-07,2024-07-25,2024
O00425,2024-02-07,C0151,P002,Elegant Dress,Clothing,3500,1,3500,Card,Kenya,2024-02,2024-02-07,2024
O00426,2024-11-29,C0190,P003,Running Shoes,Footwear,4200,1,4200,Mpesa,Kenya,2024-11,2024-11-29,2024
O00427,2024-04-11,C0168,P008,Scented Candle,Home Decor,600,1,600,Card,Tanzania,2024-04,2024-04-11,2024
O00428,2024-10-01,C0083,P003,Running Shoes,Footwear,4200,3,12600,Cash,Kenya,2024-10,2024-10-01,2024
O00429,2024-04-30,C0071,P009,Gold Necklace,Jewellery,12000,1,12000,Card,Tanzania,2024-04,2024-04-30,2024
O00430,2024-11-12,C0142,P008,Scented Candle,Home Decor,600,2,1200,Card,Kenya,2024-11,2024-11-12,2024
O00431,2024-03-29,C0009,P001,Classic Leather Bag,Accessories,2500,1,2500,Cash,Kenya,2024-03,2024-03-29,2024
O00432,2024-03-08,C0187,P009,Gold Necklace,Jewellery,12000,1,12000,Cash,Tanzania,2024-03,2024-03-08,2024
O00433,2024-05-06,C0125,P006,Office Chair,Furniture,6300,3,18900,Mpesa,Kenya,2024-05,2024-05-06,2024
O00434,2024-09-24,C0062,P001,Classic Leather Bag,Accessories,2500,1,2500,Mpesa,Rwanda,2024-09,2024-09-24,2024
O00435,2024-11-20,C0050,P005,Smartphone Case,Electronics,800,1,800,Card,Kenya,2024-11,2024-11-20,2024
O00436,2024-07-19,C0172,P001,Classic Leather Bag,Accessories,2500,2,5000,Paypal,Kenya,2024-07,2024-07-19,2024
O00437,2024-11-27,C0065,P008,Scented Candle,Home Decor,600,1,600,Paypal,Kenya,2024-11,2024-11-27,2024
